
(-2.155120372772217, -1.145118236541748, 0.0, 0.0, 0.0, 0.0, 1000, 1000, 1000, 1000, -2.155120372772217, -1.145118236541748, 0.0, -0.0009146341471932828, 0.002439024392515421)
(-3.5326626300811768, -2.6960418224334717, 0.0, 0.0, 0.0, 0.0, 1000, 1000, 1000, 1000, -6.270001411437988, -6.04952335357666, 0.0, -0.036890238523483276, 0.10624996572732925)
(-4.531952857971191, -3.8319287300109863, 0.0, 0.0, 0.0, 0.0, 1000, 1000, 1000, 1000, -6.54317045211792, -6.506961822509766, 0.0, -0.0696646124124527, 0.2094510942697525)
(-5.184467315673828, -4.564995288848877, 0.0, 0.0, 0.0, 0.0, 1000, 1000, 1000, 1000, -6.383323669433594, -6.289927005767822, 0.0, -0.1080792099237442, 0.31935954093933105)
(-5.6218342781066895, -5.046977519989014, 0.0, 0.0, 0.0, 0.0, 1000, 1000, 1000, 1000, -6.361018657684326, -6.199678897857666, 0.0, -0.1528962403535843, 0.4277435839176178)
(-5.943894863128662, -5.403717041015625, 0.0, 0.0, 0.0, 0.0, 1000, 1000, 1000, 1000, -6.229681968688965, -6.1370344161987305, 0.0, -0.2106705754995346, 0.5187497138977051)
(-6.130413055419922, -5.614610195159912, 0.0, 0.0, -1.0, 0.0, 1000, 1000, 1000, 1000, -6.350515365600586, -6.196188449859619, 0.0, -0.25640225410461426, 0.620121955871582)
(-6.3541178703308105, -5.892463684082031, 0.0, 0.0, 0.0, 0.0, 1000, 1000, 1000, 1000, -6.409376621246338, -6.273244857788086, 0.0, -0.40731674432754517, 0.5652437210083008)
(-6.534949779510498, -6.716649532318115, 0.0, 0.0, 0.0, 0.0, 1000, 1000, 1000, 1000, -6.615475177764893, -6.41660213470459, 0.0, -0.5083838105201721, -0.15503063797950745)
(-7.329886436462402, -9.183626174926758, 0.0, 0.0, 0.0, 0.0, 1000, 1000, 1000, 1000, -8.689706802368164, -10.719441413879395, 0.0, -0.4542679786682129, -2.067835807800293)
(-7.780426025390625, -7.92452335357666, 0.0, 0.0, 0.0, 0.0, 1000, 1000, 1000, 1000, -4.338467121124268, -4.451988697052002, 0.0, -0.4606703817844391, -0.5711897015571594)
(-8.005965232849121, -8.967779159545898, 0.0, 0.0, 0.0, 0.0, 1000, 1000, 1000, 1000, -9.17808723449707, -9.829858779907227, 0.0, -0.46204230189323425, -1.5099093914031982)
(-8.283167839050293, -9.414056777954102, 0.0, 0.0, 0.0, 0.0, 1000, 1000, 1000, 1000, -9.28738021850586, -8.847857475280762, 0.0, -0.4530484080314636, -1.976068139076233)
(-8.60684871673584, -9.403986930847168, 0.0, 0.0, 0.0, 0.0, 1000, 1000, 1000, 1000, -9.537811279296875, -9.590445518493652, 0.0, -0.3917679488658905, -1.5791170597076416)
(-9.215168952941895, -11.751269340515137, 0.0, -1.0, 0.0, 0.0, 1000, 1000, 1000, 1000, -12.930720329284668, -14.770133018493652, 0.0, -0.2981704771518707, -3.6867384910583496)
(-13.433892250061035, -11.417252540588379, 0.0, 0.0, 0.0, 0.0, 1000, 1000, 1000, 1000, -13.936144828796387, -14.29936408996582, 0.0, -3.4484753608703613, -2.2737810611724854)
(-13.793204307556152, -8.502738952636719, 0.0, -1.0, 0.0, 0.0, 1000, 1000, 1000, 1000, -8.511649131774902, -7.522252082824707, 0.0, -4.186737060546875, 1.9532008171081543)
(-8.403583526611328, -3.8058977127075195, 0.0, 0.0, 0.0, 0.0, 1000, 1000, 1000, 1000, -4.612048149108887, -3.9347167015075684, 0.0, -1.3108227252960205, 6.001218318939209)
(-5.572307586669922, -0.7278187274932861, 0.0, 0.0, 0.0, 0.0, 1000, 1000, 1000, 1000, 1.6828421354293823, 3.45100736618042, 0.0, -0.9265238642692566, 8.237956047058105)
(-3.290975332260132, -0.9327876567840576, 0.0, 0.0, 0.0, 0.0, 1000, 1000, 1000, 1000, -2.6543593406677246, -1.4888511896133423, 0.0, -0.727286159992218, 6.757620334625244)
(-2.2532424926757812, -2.1987600326538086, 0.0, 0.0, 0.0, 0.0, 1000, 1000, 1000, 1000, -5.156156539916992, -5.571923732757568, 0.0, 0.7495430707931519, 6.168596267700195)
(-1.2268785238265991, -1.0165627002716064, 0.0, 0.0, 0.0, 0.0, 1000, 1000, 1000, 1000, 0.6748660802841187, 1.4305267333984375, 0.0, 1.5233235359191895, 6.849693775177002)
(-3.3178646564483643, -1.1336485147476196, 0.0, 0.0, 0.0, 0.0, 1000, 1000, 1000, 1000, -2.063009262084961, -1.1790621280670166, 0.0, -0.8617374897003174, 6.617528915405273)
(-4.323766708374023, -0.7682005167007446, 0.0, 0.0, 0.0, 0.0, 1000, 1000, 1000, 1000, -3.6529030799865723, -2.6203603744506836, 0.0, -2.227895975112915, 7.497711181640625)
(-3.352111577987671, 0.08848041296005249, 0.0, 0.0, 0.0, 0.0, 1000, 1000, 1000, 1000, -1.3983564376831055, 0.19489312171936035, 0.0, -1.8818590641021729, 8.68749713897705)
(-2.028892993927002, 0.5522815585136414, 0.0, 0.0, 0.0, 0.0, 1000, 1000, 1000, 1000, -0.47873520851135254, 0.9889343976974487, 0.0, -1.3077739477157593, 9.076671600341797)
(-1.5954761505126953, 0.4289957284927368, 0.0, 0.0, 0.0, 0.0, 1000, 1000, 1000, 1000, -0.9761067628860474, 0.20272159576416016, 0.0, -1.287499189376831, 8.939932823181152)
(-1.7347487211227417, -0.06215204671025276, 0.0, 0.0, 0.0, 0.0, 1000, 1000, 1000, 1000, -1.4878915548324585, -0.2316265106201172, 0.0, -1.5166149139404297, 8.601058959960938)
(-1.4619189500808716, -0.7871211171150208, 0.0, -1.0, 0.0, 0.0, 1000, 1000, 1000, 1000, -2.167355537414551, -1.1084225177764893, 0.0, -1.2432913780212402, 7.896333694458008)
(-1.4373817443847656, -1.8487011194229126, 0.0, 0.0, 0.0, 0.0, 1000, 1000, 1000, 1000, -3.192058563232422, -2.6864590644836426, 0.0, -0.7097548246383667, 6.994351863861084)
(-1.9821081161499023, -1.6744072437286377, 0.0, 0.0, 0.0, 0.0, 1000, 1000, 1000, 1000, -2.2886316776275635, -1.618349313735962, 0.0, -0.879571795463562, 7.218742847442627)
(-2.4931349754333496, -1.5715138912200928, 0.0, 0.0, 0.0, 0.0, 1000, 1000, 1000, 1000, -2.804910182952881, -1.9135258197784424, 0.0, -1.2839925289154053, 7.3792619705200195)
(-2.491266965866089, -1.743529200553894, 0.0, 0.0, 0.0, 0.0, 1000, 1000, 1000, 1000, -2.5909032821655273, -1.7371094226837158, 0.0, -1.0623462200164795, 7.441000461578369)
(-2.602475643157959, -1.5988749265670776, 0.0, 0.0, 0.0, 0.0, 1000, 1000, 1000, 1000, -2.759744882583618, -1.9456806182861328, 0.0, -1.0528945922851562, 7.725757122039795)
(-6.23345947265625, -1.6001330614089966, 0.0, 0.0, 0.0, 0.0, 1000, 1000, 1000, 1000, -4.752152442932129, -3.1458754539489746, 0.0, -4.9564008712768555, 8.010970115661621)
(-16.18366050720215, -3.503443717956543, 0.0, -1.0, 0.0, 0.0, 1000, 1000, 1000, 1000, -16.83770751953125, -12.355491638183594, 0.0, -15.225912094116211, 8.35700798034668)
(-19.721214294433594, -8.577994346618652, 0.0, 0.0, 0.0, 0.0, 1000, 1000, 1000, 1000, -22.305809020996094, -17.677263259887695, 0.0, -17.735977172851562, 7.9628005027771)
(-11.37741470336914, -10.771096229553223, 0.0, 0.0, 0.0, 0.0, 1000, 1000, 1000, 1000, -11.30061149597168, -9.033439636230469, 0.0, -8.722256660461426, 7.467220783233643)
(-1.4617596864700317, -8.397290229797363, 0.0, 0.0, 0.0, 0.0, 1000, 1000, 1000, 1000, 0.5735039710998535, 0.5360112190246582, 0.0, 0.5410054326057434, 7.128500938415527)
(5.316835880279541, -3.5408620834350586, 0.0, 0.0, -1.0, 0.0, 1000, 1000, 1000, 1000, 8.257638931274414, 7.23518180847168, 0.0, 6.275914192199707, 7.580634593963623)
(6.728303909301758, 0.6651721000671387, 0.0, 0.0, 0.0, 0.0, 1000, 1000, 1000, 1000, 8.262702941894531, 7.389941215515137, 0.0, 6.769359111785889, 7.807007789611816)
(-3.144505739212036, 1.8090980052947998, 0.0, 0.0, 0.0, 0.0, 1000, 1000, 1000, 1000, -2.8002231121063232, -0.9572973251342773, 0.0, -3.6800315380096436, 7.867831230163574)
(-14.785398483276367, -1.818015456199646, 0.0, 0.0, 0.0, 0.0, 1000, 1000, 1000, 1000, -16.456798553466797, -12.222143173217773, 0.0, -14.820277214050293, 7.708379745483398)
(-19.03143310546875, -7.357283592224121, 0.0, 0.0, 0.0, 0.0, 1000, 1000, 1000, 1000, -21.933422088623047, -17.575796127319336, 0.0, -18.104881286621094, 6.885819911956787)
(-13.404890060424805, -10.135065078735352, 0.0, 0.0, 0.0, 0.0, 1000, 1000, 1000, 1000, -14.982933044433594, -12.187081336975098, 0.0, -11.523935317993164, 6.876977443695068)
