
(-0.9075250625610352, -0.6740319728851318, 0.0, 0.0, -1.0, 0.0, 1.3636631300555703e-36, 1.3636631300555703e-36, 63636, 48681, 31901, 48957, 0.0, -0.3352131247520447, 1.1082335710525513)
(-1.049132227897644, -0.8051022291183472, 0.0, 0.0, 0.0, 0.0, 1.3636631300555703e-36, 1.3636631300555703e-36, 39212, 48905, 44284, 48946, 0.0, -0.4318593740463257, 1.1576238870620728)
(-0.8465510606765747, -0.6257243156433105, 0.0, 0.0, 0.0, 0.0, 1.3636631300555703e-36, 1.3636631300555703e-36, 27160, 16159, 4828, 15897, 0.0, -0.38673749566078186, 1.3428372144699097)
(-1.9889891147613525, -1.9668267965316772, 0.0, 0.0, 0.0, 0.0, 1.3636631300555703e-36, 1.3636631300555703e-36, 26418, 49137, 434, 48958, 0.0, -2.578810691833496, -0.9833821058273315)
(-5.961333751678467, -6.9623003005981445, 0.0, 0.0, 0.0, 0.0, 1.3636631300555703e-36, 1.3636631300555703e-36, 58375, 49431, 60726, 49428, 0.0, -3.7312495708465576, -3.374997854232788)
(-7.215445041656494, -6.98966646194458, 0.0, 0.0, 0.0, 0.0, 1.3636631300555703e-36, 1.3636631300555703e-36, 23558, 49374, 4930, 49388, 0.0, -3.6814029216766357, -1.9359737634658813)
(-7.605556011199951, -8.761452674865723, 0.0, -1.0, 0.0, 0.0, 1.3636631300555703e-36, 1.3636631300555703e-36, 21700, 49414, 19349, 49418, 0.0, -3.8637194633483887, -3.6321637630462646)
(-9.24121379852295, -9.426838874816895, 0.0, 0.0, 0.0, 0.0, 1.3636631300555703e-36, 1.3636631300555703e-36, 6125, 49373, 9415, 49389, 0.0, -4.1403961181640625, -2.951218605041504)
(-10.758111000061035, -10.566214561462402, 0.0, -1.0, 0.0, 0.0, 1.3636631300555703e-36, 1.3636631300555703e-36, 4363, 49512, 48904, 49523, 0.0, -5.058230876922607, -3.265700340270996)
(-9.987503051757812, -9.120634078979492, 0.0, 0.0, 0.0, 0.0, 1.3636631300555703e-36, 1.3636631300555703e-36, 58494, 49404, 29666, 49409, 0.0, -3.004267454147339, -0.17713317275047302)
(-2.972888946533203, -4.139187335968018, 0.0, 0.0, 0.0, 0.0, 1.3636631300555703e-36, 1.3636631300555703e-36, 22965, 16554, 44187, 16542, 0.0, 1.3160072565078735, 2.125762939453125)
(1.17599356174469, 1.335609793663025, 0.0, 0.0, 0.0, 0.0, 1.3636631300555703e-36, 1.3636631300555703e-36, 14432, 16650, 56834, 16629, 0.0, 2.3297269344329834, 4.477592468261719)
(0.07175211608409882, 3.1358749866485596, 0.0, 0.0, 0.0, 0.0, 1.3636631300555703e-36, 1.3636631300555703e-36, 26176, 16513, 6073, 16544, 0.0, -1.5410048961639404, 4.329117774963379)
(-5.961103439331055, -1.437416911125183, 0.0, 0.0, 0.0, 0.0, 1.3636631300555703e-36, 1.3636631300555703e-36, 57772, 49477, 50116, 49464, 0.0, -6.658839225769043, 1.9132640361785889)
(-7.819235324859619, -3.621910572052002, 0.0, 0.0, 0.0, 0.0, 1.3636631300555703e-36, 1.3636631300555703e-36, 19742, 49450, 40356, 49422, 0.0, -6.621644973754883, 3.136739492416382)
(-4.517254829406738, -4.56749963760376, 0.0, 0.0, 0.0, 0.0, 1.3636631300555703e-36, 1.3636631300555703e-36, 63929, 49232, 39314, 49215, 0.0, -2.8506088256835938, 3.1670749187469482)
(-1.4845229387283325, -3.2321112155914307, 0.0, 0.0, 0.0, 0.0, 1.3636631300555703e-36, 1.3636631300555703e-36, 44060, 15880, 28381, 48810, 0.0, -0.8153954744338989, 2.9169225692749023)
(-1.5991123914718628, -1.8394742012023926, 0.0, 0.0, 0.0, 0.0, 1.3636631300555703e-36, 1.3636631300555703e-36, 57915, 48991, 53860, 48954, 0.0, -1.4466451406478882, 3.3902461528778076)
(-1.4252395629882812, -1.3720369338989258, 0.0, 0.0, 0.0, 0.0, 1.3636631300555703e-36, 1.3636631300555703e-36, 61214, 49051, 7905, 48958, 0.0, -1.3952730894088745, 3.658233404159546)
(-2.9268639087677, -1.5878881216049194, 0.0, 0.0, 0.0, 0.0, 1.3636631300555703e-36, 1.3636631300555703e-36, 65454, 49195, 35052, 49166, 0.0, -3.0771331787109375, 3.2649407386779785)
(-13.436137199401855, -3.4142343997955322, 0.0, 0.0, 0.0, 0.0, 1.3636631300555703e-36, 1.3636631300555703e-36, 63486, 49521, 11118, 49479, 0.0, -13.486886978149414, 3.2352161407470703)
(-20.699365615844727, -8.748954772949219, 0.0, 0.0, 0.0, 0.0, 1.3636631300555703e-36, 1.3636631300555703e-36, 12954, 49595, 34526, 49562, 0.0, -19.72575569152832, 2.5138742923736572)
