
(-0.9132499098777771, 2.8270881175994873, 0.0, 0.0, 0.0, 0.0, -0.36622899770736694, 1.3433053493499756, 0.0, 5.479499340057373, -16.962528228759766, 0.0, 1000, 1000, 1000, 1000, 0.09985506534576416, 2.898427963256836, 0.0, -0.9132499098777771, 6.347976207733154, 1.7537184953689575, 67.3706283569336, -0.00315607781521976, 69.12118530273438, -5.491750240325928, -213.04844665527344, 0.005324763245880604, -218.53488159179688, 172895)
(-0.913184642791748, 2.8246164321899414, 0.0, 0.0, 0.0, 0.0, -0.3814961910247803, 1.328038215637207, 0.0, 5.479107856750488, -16.94769859313965, 0.0, 1000, 1000, 1000, 1000, 0.07119762897491455, 2.7420778274536133, 0.0, -0.913184642791748, 6.347391128540039, 1.7581813335418701, 67.37267303466797, -0.0015106856590136886, 69.12934875488281, -5.482721328735352, -213.05484008789062, 0.008068084716796875, -218.5294952392578, 172900)
(-0.9130471348762512, 2.8214287757873535, 0.0, 0.0, 0.0, 0.0, -0.33569467067718506, 1.3585724830627441, 0.0, 5.478282928466797, -16.928573608398438, 0.0, 1000, 1000, 1000, 1000, -0.006872892379760742, 2.704660415649414, 0.0, -0.9130471348762512, 6.3468852043151855, 1.7441933155059814, 67.37471008300781, -0.0060977935791015625, 69.11280822753906, -5.486143589019775, -213.06124877929688, 0.006523924879729748, -218.54087829589844, 172905)
(-0.913105845451355, 2.81955885887146, 0.0, 0.0, 0.0, 0.0, -0.3814961910247803, 1.4043740034103394, 0.0, 5.478634834289551, -16.9173526763916, 0.0, 1000, 1000, 1000, 1000, 0.009409666061401367, 2.7465782165527344, 0.0, -0.913105845451355, 6.3466925621032715, 1.7580393552780151, 67.37676239013672, -0.0011775612365454435, 69.13362121582031, -5.496517658233643, -213.06765747070312, 0.0027397156227380037, -218.56143188476562, 172910)
(-0.913224995136261, 2.8191633224487305, 0.0, 0.0, 0.0, 0.0, -0.41203054785728455, 1.4043740034103394, 0.0, 5.4793500900268555, -16.914979934692383, 0.0, 1000, 1000, 1000, 1000, 0.05533862113952637, 2.8051276206970215, 0.0, -0.913224995136261, 6.346617221832275, 1.7674142122268677, 67.37882232666016, 0.0020062506664544344, 69.14824676513672, -5.495805740356445, -213.07406616210938, 0.0028400481678545475, -218.56703186035156, 172915)
(-0.9132312536239624, 2.819793701171875, 0.0, 0.0, 0.0, 0.0, -0.3967633545398712, 1.434908390045166, 0.0, 5.479387283325195, -16.91876220703125, 0.0, 1000, 1000, 1000, 1000, 0.07358407974243164, 2.8405580520629883, 0.0, -0.9132312536239624, 6.346765041351318, 1.7628451585769653, 67.3808822631836, 0.0003829106572084129, 69.14410400390625, -5.506101131439209, -213.0804901123047, -0.0007336616399697959, -218.5873260498047, 172920)
(-0.913091778755188, 2.8221547603607178, 0.0, 0.0, 0.0, 0.0, -0.36622899770736694, 1.434908390045166, 0.0, 5.478550910949707, -16.93292808532715, 0.0, 1000, 1000, 1000, 1000, 0.07027530670166016, 2.9116930961608887, 0.0, -0.913091778755188, 6.347054958343506, 1.7534339427947998, 67.38292694091797, -0.0027733012102544308, 69.13358306884766, -5.510350704193115, -213.0869140625, -0.002113592578098178, -218.59938049316406, 172925)
(-0.9126985669136047, 2.8243749141693115, 0.0, 0.0, 0.0, 0.0, -0.350961834192276, 1.4654427766799927, 0.0, 5.476191520690918, -16.94624900817871, 0.0, 1000, 1000, 1000, 1000, 0.1591724157333374, 2.9018678665161133, 0.0, -0.9126985669136047, 6.347476959228516, 1.7481459379196167, 67.38496398925781, -0.004397322423756123, 69.12871551513672, -5.523507595062256, -213.09336853027344, -0.006393509916961193, -218.62326049804688, 172930)
(-0.9122422337532043, 2.824774742126465, 0.0, 0.0, 0.0, 0.0, -0.36622899770736694, 1.3891068696975708, 0.0, 5.473453521728516, -16.94864845275879, 0.0, 1000, 1000, 1000, 1000, 0.22922253608703613, 2.8447179794311523, 0.0, -0.9122422337532043, 6.347403049468994, 1.7519047260284424, 67.38700866699219, -0.002924518194049597, 69.135986328125, -5.501326560974121, -213.09979248046875, 0.0013197660446166992, -218.59979248046875, 172935)
(-0.9114245176315308, 2.8252828121185303, 0.0, 0.0, 0.0, 0.0, -0.33569467067718506, 1.3738397359848022, 0.0, 5.4685468673706055, -16.951696395874023, 0.0, 1000, 1000, 1000, 1000, 0.14237570762634277, 2.831599712371826, 0.0, -0.9114245176315308, 6.3470940589904785, 1.7412724494934082, 67.39107513427734, -0.006095597054809332, 69.12625122070312, -5.497661113739014, -213.11260986328125, 0.0023522197734564543, -218.60791015625, 172945)
