
(-5.331116676330566, -4.018950462341309, 0.0, -1.0, -1.0, 0.0, -0.25937405228614807, 1.236450433731079, 0.0, 34.64893341064453, 24.15160369873047, 0.0, 1000, 1000, 1000, 1000, -4.058751583099365, -6.686851501464844, 0.0, -5.331116676330566, -4.018950462341309, 6.981661319732666, 7.758430480957031, 0.0, 14.740091323852539, 4.583030700683594, 6.2982072830200195, 0.0, 10.881237983703613)
(-5.331706523895264, -4.017229080200195, 0.0, -1.0, -1.0, 0.0, -0.32044273614883423, 1.2822519540786743, 0.0, 34.65365219116211, 24.137832641601562, 0.0, 1000, 1000, 1000, 1000, -4.3683977127075195, -6.896320343017578, 0.0, -5.331706523895264, -4.017229080200195, 6.994818687438965, 7.8321404457092285, 0.0, 14.826959609985352, 4.5711164474487305, 6.346267223358154, 0.0, 10.917383193969727)
(-5.327692031860352, -4.016666412353516, 0.0, -1.0, 0.0, 0.0, -0.45784732699394226, 1.099045753479004, 0.0, 34.62153625488281, 32.133331298828125, 0.0, 1000, 1000, 1000, 1000, -4.271486282348633, -7.112310886383057, 0.0, -5.327692031860352, -4.016666412353516, 7.015876770019531, 7.905755519866943, 0.0, 14.921631813049316, 6.206857204437256, 6.394883632659912, 0.0, 12.601740837097168)
(-5.327003002166748, -4.0167646408081055, 0.0, -1.0, -1.0, 0.0, -0.5189160108566284, 1.3738549947738647, 0.0, 34.616024017333984, 24.134117126464844, 0.0, 1000, 1000, 1000, 1000, -3.8094606399536133, -6.933540344238281, 0.0, -5.327003002166748, -4.0167646408081055, 7.0269880294799805, 7.981728553771973, 0.0, 15.008716583251953, 4.5520524978637695, 6.447177410125732, 0.0, 10.999229431152344)
(-5.325504302978516, -4.017961502075195, 0.0, -1.0, -1.0, 0.0, -0.5494503974914551, 1.2822519540786743, 0.0, 34.604034423828125, 24.143692016601562, 0.0, 1000, 1000, 1000, 1000, -4.382646083831787, -7.594717025756836, 0.0, -5.325504302978516, -4.017961502075195, 7.030696868896484, 8.0553560256958, 0.0, 15.086052894592285, 4.5722880363464355, 6.495327472686768, 0.0, 11.067615509033203)
(-5.322380065917969, -4.015719890594482, 0.0, 0.0, -1.0, 0.0, -0.3509770929813385, 1.450190782546997, 0.0, 42.57904052734375, 24.12575912475586, 0.0, 1000, 1000, 1000, 1000, -4.3686842918396, -7.292290687561035, 0.0, -5.322380065917969, -4.015719890594482, 8.586004257202148, 8.131871223449707, 0.0, 16.71787452697754, 4.535113334655762, 6.545750617980957, 0.0, 11.080863952636719)
(-5.324816703796387, -4.011196613311768, 0.0, -1.0, -1.0, 0.0, -0.274641215801239, 1.3891221284866333, 0.0, 34.598533630371094, 24.08957290649414, 0.0, 1000, 1000, 1000, 1000, -4.4112324714660645, -6.6566877365112305, 0.0, -5.324816703796387, -4.011196613311768, 6.974635124206543, 8.207174301147461, 0.0, 15.181809425354004, 4.540090084075928, 6.593728542327881, 0.0, 11.133818626403809)
(-5.322342395782471, -4.008971691131592, 0.0, -1.0, -1.0, 0.0, -0.5036488771438599, 1.1753816604614258, 0.0, 34.578739166259766, 24.071773529052734, 0.0, 1000, 1000, 1000, 1000, -4.473767280578613, -7.169127941131592, 0.0, -5.322342395782471, -4.008971691131592, 7.016478061676025, 8.280740737915039, 0.0, 15.297218322753906, 4.579278469085693, 6.6417012214660645, 0.0, 11.220979690551758)
(-5.324728965759277, -4.015864849090576, 0.0, -1.0, -1.0, 0.0, -0.5494503974914551, 1.236450433731079, 0.0, 34.59783172607422, 24.12691879272461, 0.0, 1000, 1000, 1000, 1000, -4.267299175262451, -7.350029945373535, 0.0, -5.324728965759277, -4.015864849090576, 7.02945613861084, 8.359170913696289, 0.0, 15.388627052307129, 4.578093528747559, 6.692163467407227, 0.0, 11.270256996154785)
(-5.320063591003418, -4.0164666175842285, 0.0, -1.0, -1.0, 0.0, -0.28990840911865234, 1.343320608139038, 0.0, 34.560508728027344, 24.131732940673828, 0.0, 1000, 1000, 1000, 1000, -4.117074966430664, -6.985054016113281, 0.0, -5.320063591003418, -4.0164666175842285, 6.970083713531494, 8.432726860046387, 0.0, 15.402810096740723, 4.557682514190674, 6.74025297164917, 0.0, 11.297935485839844)
(-5.321130275726318, -4.0196661949157715, 0.0, -1.0, -1.0, 0.0, -0.45784732699394226, 1.343320608139038, 0.0, 34.56904220581055, 24.157329559326172, 0.0, 1000, 1000, 1000, 1000, -4.308876991271973, -7.124488353729248, 0.0, -5.321130275726318, -4.0196661949157715, 7.005377769470215, 8.506250381469727, 0.0, 15.511628150939941, 4.562801837921143, 6.788431167602539, 0.0, 11.351232528686523)
(-5.324662208557129, -4.023868083953857, 0.0, -1.0, -1.0, 0.0, -0.7631908655166626, 1.0685114860534668, 0.0, 34.59729766845703, 24.19094467163086, 0.0, 1000, 1000, 1000, 1000, -3.7715811729431152, -7.420387268066406, 0.0, -5.324662208557129, -4.023868083953857, 7.0720977783203125, 8.584650993347168, 0.0, 15.65674877166748, 4.624486446380615, 6.838967323303223, 0.0, 11.463454246520996)
(-5.323522567749023, -4.025952339172363, 0.0, -1.0, -1.0, 0.0, -0.33570992946624756, 0.6562976837158203, 0.0, 34.58818054199219, 24.207618713378906, 0.0, 1000, 1000, 1000, 1000, -4.058163166046143, -7.1176557540893555, 0.0, -5.323522567749023, -4.025952339172363, 6.984777927398682, 8.658181190490723, 0.0, 15.642959594726562, 4.710264205932617, 6.887197494506836, 0.0, 11.597461700439453)
(-5.322630405426025, -4.026357173919678, 0.0, 0.0, -1.0, 0.0, -0.41204580664634705, 1.1753816604614258, 0.0, 42.5810432434082, 24.210857391357422, 0.0, 1000, 1000, 1000, 1000, -4.198935508728027, -7.225390911102295, 0.0, -5.322630405426025, -4.026357173919678, 8.598617553710938, 8.732317924499512, 0.0, 17.330936431884766, 4.607095241546631, 6.94018030166626, 0.0, 11.54727554321289)
(-5.319868087768555, -4.028793811798096, 0.0, -1.0, -1.0, 0.0, -0.5952519178390503, 1.2669847011566162, 0.0, 34.55894470214844, 24.230350494384766, 0.0, 1000, 1000, 1000, 1000, -4.340399265289307, -7.201403617858887, 0.0, -5.319868087768555, -4.028793811798096, 7.030839443206787, 8.80766773223877, 0.0, 15.838507652282715, 4.592673301696777, 6.988414287567139, 0.0, 11.581087112426758)
(-5.316244125366211, -4.023900508880615, 0.0, -1.0, -1.0, 0.0, -0.3051755726337433, 1.0227099657058716, 0.0, 34.52995300292969, 24.191204071044922, 0.0, 1000, 1000, 1000, 1000, -4.3012776374816895, -6.8884429931640625, 0.0, -5.316244125366211, -4.023900508880615, 6.9670257568359375, 8.881115913391113, 0.0, 15.84814167022705, 4.633698463439941, 7.036596775054932, 0.0, 11.670295715332031)
(-5.314304351806641, -4.029525279998779, 0.0, -1.0, -1.0, 0.0, -0.5647175312042236, 0.9463740587234497, 0.0, 34.514434814453125, 24.236202239990234, 0.0, 1000, 1000, 1000, 1000, -4.14477014541626, -7.660678863525391, 0.0, -5.314304351806641, -4.029525279998779, 7.015830039978027, 8.956862449645996, 0.0, 15.972692489624023, 4.657965660095215, 7.089648246765137, 0.0, 11.747613906860352)
(-5.29435396194458, -4.025670051574707, 0.0, -1.0, -1.0, 0.0, -1.1754045486450195, 0.25935113430023193, 0.0, 34.35483169555664, 24.205360412597656, 0.0, 1000, 1000, 1000, 1000, -4.738389492034912, -8.699407577514648, 0.0, -5.29435396194458, -4.025670051574707, 7.1060471534729, 9.029616355895996, 0.0, 16.135663986206055, 4.789201736450195, 7.137631893157959, 0.0, 11.926834106445312)
(-5.322046279907227, -4.048776626586914, 0.0, -1.0, -1.0, 0.0, -1.1448702812194824, 0.47309160232543945, 0.0, 34.57637023925781, 24.390213012695312, 0.0, 1000, 1000, 1000, 1000, -4.321654796600342, -6.828962326049805, 0.0, -5.322046279907227, -4.048776626586914, 7.144248008728027, 9.103346824645996, 0.0, 16.247594833374023, 4.783424377441406, 7.186363697052002, 0.0, 11.96978759765625)
(-5.307831764221191, -4.025411128997803, 0.0, -1.0, -1.0, 0.0, 1.5421526432037354, 1.236450433731079, 0.0, 34.46265411376953, 24.203289031982422, 0.0, 1000, 1000, 1000, 1000, -2.7616705894470215, -6.009829521179199, 0.0, -5.307831764221191, -4.025411128997803, 6.584100246429443, 9.179187774658203, 0.0, 15.763288497924805, 4.593367576599121, 7.23944616317749, 0.0, 11.832813262939453)
(-5.343788146972656, -4.061878204345703, 0.0, -1.0, -1.0, 0.0, -0.09143511205911636, 1.4959924221038818, 0.0, 34.75030517578125, 24.495025634765625, 0.0, 1000, 1000, 1000, 1000, -4.306561470031738, -7.81393575668335, 0.0, -5.343788146972656, -4.061878204345703, 6.968348026275635, 9.253299713134766, 0.0, 16.221647262573242, 4.599806785583496, 7.2882914543151855, 0.0, 11.888097763061523)
