0.000000000000000000e+00,0.000000000000000000e+00
1.391625404357910156e-02,1.512734527587890625e+02
1.346676349639892578e-01,1.528174438476562500e+02
2.851278781890869141e-01,1.516414031982421875e+02
4.051983356475830078e-01,1.516727752685546875e+02
5.252318382263183594e-01,1.524594421386718750e+02
6.452648639678955078e-01,1.478178863525390625e+02
7.656776905059814453e-01,1.522519073486328125e+02
8.853387832641601562e-01,1.510827484130859375e+02
1.035599708557128906e+00,1.506996917724609375e+02
1.155290365219116211e+00,1.482938232421875000e+02
1.275629520416259766e+00,1.511335449218750000e+02
1.395865678787231445e+00,1.553152008056640625e+02
1.516102790832519531e+00,1.500790252685546875e+02
1.636571168899536133e+00,1.552562408447265625e+02
1.785874128341674805e+00,1.496932830810546875e+02
1.905817508697509766e+00,1.502434844970703125e+02
2.026005744934082031e+00,1.551876831054687500e+02
2.146906614303588867e+00,1.484815826416015625e+02
2.266241073608398438e+00,1.514259948730468750e+02
2.387118577957153320e+00,1.541557006835937500e+02
2.536987781524658203e+00,1.508679504394531250e+02
2.656763553619384766e+00,1.494940490722656250e+02
2.776764392852783203e+00,1.498909759521484375e+02
2.897408962249755859e+00,1.541391601562500000e+02
3.017321348190307617e+00,1.503535003662109375e+02
3.137353420257568359e+00,1.491731262207031250e+02
3.257162570953369141e+00,1.487012481689453125e+02
3.407839536666870117e+00,1.508426513671875000e+02
3.527647256851196289e+00,1.499916381835937500e+02
3.647526979446411133e+00,1.484693756103515625e+02
3.767623662948608398e+00,1.490891876220703125e+02
3.888296127319335938e+00,1.489468994140625000e+02
4.008621692657470703e+00,1.544588165283203125e+02
4.157953023910522461e+00,1.540859069824218750e+02
4.278731346130371094e+00,1.531846313476562500e+02
4.398620843887329102e+00,1.482869720458984375e+02
4.518126010894775391e+00,1.531685791015625000e+02
4.639228582382202148e+00,1.509579467773437500e+02
4.758927106857299805e+00,1.498124389648437500e+02
4.908461332321166992e+00,1.548757934570312500e+02
5.028810739517211914e+00,1.514549407958984375e+02
5.149032354354858398e+00,1.514399566650390625e+02
5.269800901412963867e+00,1.538843383789062500e+02
5.389955759048461914e+00,1.515424804687500000e+02
5.509402751922607422e+00,1.545938568115234375e+02
5.629753589630126953e+00,1.513507232666015625e+02
5.779441595077514648e+00,1.484755249023437500e+02
5.899332523345947266e+00,1.525935516357421875e+02
6.019770383834838867e+00,1.534856414794921875e+02
6.139855384826660156e+00,1.483731231689453125e+02
6.260602235794067383e+00,1.535437164306640625e+02
6.380434274673461914e+00,1.502579498291015625e+02
6.530645608901977539e+00,1.522948303222656250e+02
6.650550127029418945e+00,1.511956939697265625e+02
6.770628452301025391e+00,1.502820281982421875e+02
6.890597581863403320e+00,1.507339019775390625e+02
7.011268377304077148e+00,1.510282440185546875e+02
7.130481481552124023e+00,1.501591644287109375e+02
7.280845880508422852e+00,1.530169677734375000e+02
7.400765657424926758e+00,1.530072326660156250e+02
7.521552324295043945e+00,1.482406921386718750e+02
7.642668485641479492e+00,1.496342926025390625e+02
7.761774778366088867e+00,1.540133666992187500e+02
7.881607770919799805e+00,1.473970794677734375e+02
8.031526327133178711e+00,1.488215637207031250e+02
8.151875972747802734e+00,1.510694274902343750e+02
8.271654844284057617e+00,1.508517303466796875e+02
8.391849279403686523e+00,1.560244598388671875e+02
8.511954307556152344e+00,1.509883880615234375e+02
8.631864547729492188e+00,1.540044097900390625e+02
8.752585887908935547e+00,1.552268218994140625e+02
8.902435064315795898e+00,1.508019409179687500e+02
9.022377967834472656e+00,1.495585937500000000e+02
9.142594575881958008e+00,1.489036407470703125e+02
9.262387990951538086e+00,1.494404602050781250e+02
9.383153200149536133e+00,1.542677612304687500e+02
9.503599166870117188e+00,1.504994201660156250e+02
9.653093576431274414e+00,1.563074340820312500e+02
9.773364067077636719e+00,1.570406646728515625e+02
9.893473625183105469e+00,1.510735626220703125e+02
1.001369237899780273e+01,1.513911437988281250e+02
1.013418483734130859e+01,1.505901641845703125e+02
1.025394988059997559e+01,1.496692657470703125e+02
1.040414857864379883e+01,1.533513336181640625e+02
1.052394628524780273e+01,1.492836761474609375e+02
1.064388751983642578e+01,1.471099853515625000e+02
