
(-1.4079097509384155, -1.2307595014572144, 0.0, 0.0, -1.0, 0.0, 1000, 1000, 1000, 1000, -2.3327598571777344, -2.138279676437378, 0.0, -0.353353351354599, 1.0594532489776611, 5.7291998863220215, 0.5232661962509155, 0.06502901017665863, 6.317495346069336, 0.31328192353248596, 0.18806657195091248, -0.27419447898864746, 0.22715401649475098)
(-1.3688170909881592, -1.2541346549987793, 0.0, 0.0, -1.0, 0.0, 1000, 1000, 1000, 1000, -0.8644518852233887, -1.983046293258667, 0.0, -0.398017942905426, 1.189026951789856, 5.841122150421143, 0.5905556082725525, 0.2551749050617218, 6.68685245513916, 0.6019045114517212, 0.1939229667186737, 0.0025014951825141907, 0.7983289361000061)
(-1.4216632843017578, -1.2534000873565674, 0.0, 0.0, -1.0, 0.0, 1000, 1000, 1000, 1000, -1.2787716388702393, -1.2923569679260254, 0.0, -0.48109713196754456, 1.3080824613571167, 6.247628688812256, 0.6667877435684204, 0.257801353931427, 7.172217845916748, 1.1111613512039185, 0.20370180904865265, 0.25383779406547546, 1.568700909614563)
(-4.021120071411133, -4.403253078460693, 0.0, 0.0, -1.0, 0.0, 1000, 1000, 1000, 1000, -16.321199417114258, -30.732423782348633, 0.0, -3.126981019973755, -1.7749965190887451, 16.401554107666016, 0.8843286633491516, 0.0919715166091919, 17.377853393554688, 8.417890548706055, 0.41226720809936523, -3.1914594173431396, 5.638698577880859)
(-6.182925224304199, -6.566623687744141, 0.0, 0.0, -1.0, 0.0, 1000, 1000, 1000, 1000, -5.876436710357666, -6.464031219482422, 0.0, -3.151676893234253, -1.928045630455017, 23.414628982543945, 1.156799554824829, 1.3375728130340576, 25.909000396728516, 30.4128360748291, 0.6877772808074951, 4.803142070770264, 35.90375518798828)
(-6.749366283416748, -11.121236801147461, 0.0, 0.0, -1.0, 0.0, 1000, 1000, 1000, 1000, -12.282234191894531, -15.951619148254395, 0.0, -2.983232021331787, -5.151063442230225, 26.80234146118164, 1.4699643850326538, 1.5542458295822144, 29.82655143737793, 47.87519073486328, 1.2484612464904785, 4.256248474121094, 53.37990188598633)
(-6.571403980255127, -13.269864082336426, 0.0, 0.0, -1.0, 0.0, 1000, 1000, 1000, 1000, -5.7554826736450195, -4.855602264404297, 0.0, -3.0681397914886475, -3.14328932762146, 27.017324447631836, 1.8194366693496704, 0.3928200304508209, 29.229581832885742, 36.00628662109375, 1.758019208908081, -1.1451865434646606, 36.619117736816406)
(-6.503629207611084, -13.84685230255127, 0.0, 0.0, -1.0, 0.0, 1000, 1000, 1000, 1000, -4.425387382507324, -29.039134979248047, 0.0, -3.131553888320923, -4.69725227355957, 24.965736389160156, 2.1461477279663086, -0.36377567052841187, 26.74810791015625, 56.558143615722656, 2.43599009513855, 3.1362059116363525, 62.13033676147461)
(-6.85590124130249, -15.97663402557373, 0.0, 0.0, -1.0, 0.0, 1000, 1000, 1000, 1000, -8.348363876342773, -20.58948516845703, 0.0, -3.9841456413269043, -4.085056781768799, 35.49677658081055, 2.509337902069092, 3.3276846408843994, 41.33380126953125, 60.83336639404297, 3.1411516666412354, 3.4177229404449463, 67.39224243164062)
(-10.197713851928711, -16.45441246032715, 0.0, 0.0, -1.0, 0.0, 1000, 1000, 1000, 1000, -14.314817428588867, -16.467164993286133, 0.0, -5.841460227966309, -4.131855010986328, 41.47378158569336, 3.053474187850952, 1.1815860271453857, 45.70884323120117, 50.061553955078125, 3.9483020305633545, -4.10895299911499, 49.900901794433594)
(-11.44269847869873, -11.714251518249512, 0.0, 0.0, -1.0, 0.0, 1000, 1000, 1000, 1000, -16.457225799560547, -9.246183395385742, 0.0, -4.576521396636963, -0.8890197277069092, 36.81957244873047, 3.5490806102752686, -0.7265896797180176, 39.64206314086914, 39.46676254272461, 4.431917667388916, -1.9469621181488037, 41.951717376708984)
(-5.273597717285156, -5.780240535736084, 0.0, 0.0, -1.0, 0.0, 1000, 1000, 1000, 1000, 4.435147762298584, -1.6378939151763916, 0.0, -0.1031988114118576, 1.1160106658935547, 4.240731716156006, 3.7836978435516357, -8.39865779876709, -0.37422823905944824, 14.36486530303955, 4.730721950531006, -6.214879035949707, 12.880708694458008)
(-2.0201008319854736, -2.771092176437378, 0.0, 0.0, 0.0, 0.0, 1000, 1000, 1000, 1000, 1.277466058731079, -3.3699212074279785, 0.0, 0.20259395241737366, 1.7945163249969482, 23.056013107299805, 3.8990137577056885, 4.252738952636719, 31.207765579223633, 7.791685581207275, 4.839000225067139, -2.518463611602783, 10.112221717834473)
