
(-9.723061561584473, -11.288128852844238, 0.0, 0.0, -1.0, 0.0, 1000, 1000, 1000, 1000, -9.554027557373047, -11.867175102233887, 0.0)
(-9.71902847290039, -11.292403221130371, 0.0, -1.0, -1.0, 0.0, 1000, 1000, 1000, 1000, -9.754703521728516, -12.030463218688965, 0.0)
(-9.72007942199707, -11.297699928283691, 0.0, -1.0, -1.0, 0.0, 1000, 1000, 1000, 1000, -9.439223289489746, -11.91333293914795, 0.0)
(-9.719306945800781, -11.303234100341797, 0.0, -1.0, -1.0, 0.0, 1000, 1000, 1000, 1000, -9.393484115600586, -11.930707931518555, 0.0)
(-9.720855712890625, -11.298964500427246, 0.0, -1.0, -1.0, 0.0, 1000, 1000, 1000, 1000, -9.566789627075195, -12.216180801391602, 0.0)
(-9.719594955444336, -11.296975135803223, 0.0, -1.0, -1.0, 0.0, 1000, 1000, 1000, 1000, -9.757485389709473, -11.89820671081543, 0.0)
(-9.69216251373291, -11.262055397033691, 0.0, -1.0, -1.0, 0.0, 1000, 1000, 1000, 1000, -9.923478126525879, -9.582122802734375, 0.0)
(-9.098396301269531, -10.701537132263184, 0.0, -1.0, 0.0, 0.0, 1000, 1000, 1000, 1000, -9.745323181152344, -13.32656478881836, 0.0)
(-8.5601167678833, -10.214941024780273, 0.0, -1.0, -1.0, 0.0, 1000, 1000, 1000, 1000, -7.178562164306641, -10.41007137298584, 0.0)
(-7.8031325340271, -10.453798294067383, 0.0, -1.0, -1.0, 0.0, 1000, 1000, 1000, 1000, -5.644343376159668, -13.247511863708496, 0.0)
(-6.3617329597473145, -10.846010208129883, 0.0, -1.0, -1.0, 0.0, 1000, 1000, 1000, 1000, -1.7275104522705078, -8.439851760864258, 0.0)
(-6.098655700683594, -9.205384254455566, 0.0, -1.0, -1.0, 0.0, 1000, 1000, 1000, 1000, -3.0555267333984375, -10.278263092041016, 0.0)
(-5.020938873291016, -7.046147346496582, 0.0, 0.0, -1.0, 0.0, 1000, 1000, 1000, 1000, -0.7245447635650635, -4.2790398597717285, 0.0)
(-2.9704513549804688, -5.89263391494751, 0.0, -1.0, -1.0, 0.0, 1000, 1000, 1000, 1000, 1.7085356712341309, -2.5218706130981445, 0.0)
(-2.0880868434906006, -4.7251458168029785, 0.0, -1.0, -1.0, 0.0, 1000, 1000, 1000, 1000, 2.1815404891967773, 1.4742103815078735, 0.0)
(-0.593085527420044, -4.0236592292785645, 0.0, -1.0, -1.0, 0.0, 1000, 1000, 1000, 1000, 5.811522006988525, 0.7594156265258789, 0.0)
(1.072512149810791, -2.7950165271759033, 0.0, -1.0, -1.0, 0.0, 1000, 1000, 1000, 1000, 7.529819965362549, 0.9921197891235352, 0.0)
(1.3097805976867676, -2.0376486778259277, 0.0, -1.0, -1.0, 0.0, 1000, 1000, 1000, 1000, 5.840953826904297, 2.4377434253692627, 0.0)
(0.6448660492897034, -1.9610134363174438, 0.0, -1.0, -1.0, 0.0, 1000, 1000, 1000, 1000, 3.880295753479004, 2.39469313621521, 0.0)
(1.2498024702072144, -2.0066325664520264, 0.0, -1.0, 0.0, 0.0, 1000, 1000, 1000, 1000, 2.916572332382202, -1.0877926349639893, 0.0)
(1.5603479146957397, -0.5860642194747925, 0.0, -1.0, -1.0, 0.0, 1000, 1000, 1000, 1000, 3.120551586151123, 3.4514682292938232, 0.0)
(0.6821788549423218, 0.5074578523635864, 0.0, -1.0, -1.0, 0.0, 1000, 1000, 1000, 1000, -3.682795524597168, 5.4552507400512695, 0.0)
(0.961047351360321, 0.3048451542854309, 0.0, -1.0, -1.0, 0.0, 1000, 1000, 1000, 1000, 3.0657684803009033, 3.255288600921631, 0.0)
(1.5265916585922241, -0.3038579523563385, 0.0, -1.0, -1.0, 0.0, 1000, 1000, 1000, 1000, 3.1779017448425293, 1.2824090719223022, 0.0)
(-1.2545478343963623, 2.1138620376586914, 0.0, -1.0, -1.0, 0.0, 1000, 1000, 1000, 1000, -3.0004186630249023, 7.200980186462402, 0.0)
(1.5558890104293823, 0.3619610667228699, 0.0, -1.0, -1.0, 0.0, 1000, 1000, 1000, 1000, 12.76103687286377, -2.716221809387207, 0.0)
(5.341527938842773, -1.445054054260254, 0.0, -1.0, -1.0, 0.0, 1000, 1000, 1000, 1000, 4.0262837409973145, -0.9095516204833984, 0.0)
(7.2278313636779785, -1.6748625040054321, 0.0, -1.0, -1.0, 0.0, 1000, 1000, 1000, 1000, 17.625484466552734, -3.318859100341797, 0.0)
(5.049288749694824, -0.008430960588157177, 0.0, -1.0, -1.0, 0.0, 1000, 1000, 1000, 1000, 5.766147136688232, -1.9176874160766602, 0.0)
(0.9525090456008911, 1.7897815704345703, 0.0, -1.0, -1.0, 0.0, 1000, 1000, 1000, 1000, -2.362025260925293, 4.968015670776367, 0.0)
(1.1052359342575073, 3.4988086223602295, 0.0, -1.0, -1.0, 0.0, 1000, 1000, 1000, 1000, -0.2200479507446289, 2.1208245754241943, 0.0)
(4.594733238220215, 5.839305400848389, 0.0, -1.0, 0.0, 0.0, 1000, 1000, 1000, 1000, 8.058693885803223, 10.060996055603027, 0.0)
(3.5308172702789307, 3.607530117034912, 0.0, -1.0, -1.0, 0.0, 1000, 1000, 1000, 1000, 6.2724504470825195, 3.641294479370117, 0.0)
(-0.6419077515602112, 0.08857797831296921, 0.0, -1.0, -1.0, 0.0, 1000, 1000, 1000, 1000, -9.820344924926758, -5.436837673187256, 0.0)
(-2.809723138809204, -0.12607237696647644, 0.0, -1.0, -1.0, 0.0, 1000, 1000, 1000, 1000, -10.158490180969238, -6.754507064819336, 0.0)
(-0.0032256932463496923, 2.3097848892211914, 0.0, -1.0, -1.0, 0.0, 1000, 1000, 1000, 1000, 0.6016702651977539, 3.12117338180542, 0.0)
(2.1150107383728027, 4.040220737457275, 0.0, 0.0, 0.0, 0.0, 1000, 1000, 1000, 1000, 6.015936851501465, 10.880786895751953, 0.0)
(0.35771265625953674, 4.902211666107178, 0.0, -1.0, -1.0, 0.0, 1000, 1000, 1000, 1000, 8.5116548538208, 10.009721755981445, 0.0)
(-2.980211019515991, 3.6540839672088623, 0.0, -1.0, -1.0, 0.0, 1000, 1000, 1000, 1000, -14.593315124511719, 1.6483650207519531, 0.0)
(-0.4966783821582794, 2.94681978225708, 0.0, -1.0, -1.0, 0.0, 1000, 1000, 1000, 1000, 3.029362440109253, 1.8413448333740234, 0.0)
(0.19975867867469788, 2.672055959701538, 0.0, -1.0, -1.0, 0.0, 1000, 1000, 1000, 1000, 4.273050308227539, -1.298233985900879, 0.0)
(-2.1767959594726562, 3.0952749252319336, 0.0, 0.0, -1.0, 0.0, 1000, 1000, 1000, 1000, -6.09333610534668, 0.42367076873779297, 0.0)
(-2.075477123260498, 2.5670602321624756, 0.0, -1.0, -1.0, 0.0, 1000, 1000, 1000, 1000, -3.9208521842956543, 0.40302228927612305, 0.0)
