
(-2.950507164001465, -4.893506050109863, 0.0, 0.0, 0.0, 0.0, 1000, 1000, 1000, 1000, -2.950507164001465, -4.893506050109863, 0.0, -0.001981707289814949, 0.005335365887731314, 12.119101524353027, 0.0037872192915529013, 5.62221622467041, 17.745105743408203, 18.72036361694336, 0.005850113928318024, 8.684632301330566, 27.410846710205078)
(-2.647667169570923, -4.711788177490234, 0.0, 0.0, -1.0, 0.0, 1000, 1000, 1000, 1000, -1.9992022514343262, -4.697274208068848, 0.0, -0.04542681574821472, 0.13704262673854828, 10.68822956085205, 0.16500084102153778, 0.9465329647064209, 11.799762725830078, 14.359347343444824, 0.1941857486963272, 1.7251291275024414, 16.278661727905273)
(-2.460066318511963, -4.594018459320068, 0.0, 0.0, -1.0, 0.0, 1000, 1000, 1000, 1000, -2.347909927368164, -4.403489589691162, 0.0, -0.08932921290397644, 0.272103488445282, 9.98660659790039, 0.29737424850463867, 0.07781811058521271, 10.361799240112305, 13.815098762512207, 0.3797871172428131, 0.24297469854354858, 14.437860488891602)
(-2.3642690181732178, -4.526689529418945, 0.0, 0.0, -1.0, 0.0, 1000, 1000, 1000, 1000, -2.127945899963379, -4.862520694732666, 0.0, -0.13140234351158142, 0.4079265296459198, 9.603418350219727, 0.4223789870738983, -0.0685742050409317, 9.957222938537598, 13.570172309875488, 0.5549904704093933, 0.007322303950786591, 14.132484436035156)
(-2.3050131797790527, -4.4767279624938965, 0.0, 0.0, -1.0, 0.0, 1000, 1000, 1000, 1000, -2.1578660011291504, -4.75741720199585, 0.0, -0.17850595712661743, 0.5397863388061523, 9.41517448425293, 0.5440383553504944, -0.063639335334301, 9.895573616027832, 13.419107437133789, 0.7326096892356873, -0.11436192691326141, 14.037354469299316)
(-2.305507183074951, -4.482809543609619, 0.0, 0.0, -1.0, 0.0, 1000, 1000, 1000, 1000, -1.922846794128418, -4.571269512176514, 0.0, -0.22560957074165344, 0.6725612282752991, 9.36837100982666, 0.6590577960014343, 0.17300207912921906, 10.200430870056152, 13.370262145996094, 0.9040148854255676, -0.044987790286540985, 14.229289054870605)
(-2.257857322692871, -4.429575443267822, 0.0, 0.0, -1.0, 0.0, 1000, 1000, 1000, 1000, -1.9302818775177002, -4.320275783538818, 0.0, -0.26874977350234985, 0.8070129156112671, 9.275331497192383, 0.7783011794090271, 0.030355893075466156, 10.083989143371582, 13.230496406555176, 1.0841753482818604, -0.21527987718582153, 14.09939193725586)
(-2.227731227874756, -4.420141220092773, 0.0, 0.0, -1.0, 0.0, 1000, 1000, 1000, 1000, -1.9418613910675049, -4.648868560791016, 0.0, -0.3160058259963989, 0.939330518245697, 9.081656455993652, 0.8957420587539673, -0.042816195636987686, 9.934582710266113, 13.1439790725708, 1.2534055709838867, -0.08733741194009781, 14.310047149658203)
(-2.2436587810516357, -4.419046878814697, 0.0, 0.0, -1.0, 0.0, 1000, 1000, 1000, 1000, -2.047598361968994, -4.863164901733398, 0.0, -0.35823139548301697, 1.0745445489883423, 9.120977401733398, 1.0076383352279663, 0.06734392791986465, 10.195959091186523, 13.212773323059082, 1.431817889213562, -0.17491164803504944, 14.46967887878418)
(-2.2627036571502686, -4.410019874572754, 0.0, 0.0, -1.0, 0.0, 1000, 1000, 1000, 1000, -2.0168933868408203, -4.557430744171143, 0.0, -0.40274354815483093, 1.208081603050232, 9.221546173095703, 1.1254429817199707, 0.03839784115552902, 10.385387420654297, 13.079103469848633, 1.5998790264129639, -0.08017054945230484, 14.598811149597168)
