
(2.3480618000030518, -0.8063755035400391, 0.0, -76.0, -30.0, 0.0, -0.27454960346221924, 1.511213779449463, 0.0, -940.1767578125, -350.323486328125, 0.0, 1000, 1000, 1000, 1000, 2.3480618000030518, -0.8063755035400391, 0.0, 0.0, 2.3480618000030518, -0.8063755035400391, 2.3480618000030518, -0.8063755035400391, -93.99021911621094, -0.4699510931968689, -187.98043823242188, -282.44061279296875, -35.183467864990234, -0.1759173423051834, -70.36693572998047, -105.726318359375, 0.0, 0.0, 4798)
(2.347484588623047, -0.8026201128959656, 0.0, -76.0, -30.0, 0.0, -0.24401526153087616, 1.4959465265274048, 0.0, -940.1697998046875, -350.3685607910156, 0.0, 1974, 1525, 1167, 1732, 2.363903522491455, -0.7948846817016602, 0.0, 0.0, 2.347484588623047, -0.8026201128959656, 2.347451686859131, -0.8026356101036072, -93.9925765991211, -0.9399139285087585, -183.28564453125, -278.2181396484375, -35.18645095825195, -0.35184958577156067, -68.61372375488281, -104.15202331542969, 0.0, 0.0, 4801)
(2.346363067626953, -0.7952031493186951, 0.0, -76.0, -30.0, 0.0, -0.24401526153087616, 1.511213779449463, 0.0, -940.1563720703125, -350.4575500488281, 0.0, 1968, 1531, 1178, 1721, 2.378864049911499, -0.8242058753967285, 0.0, 0.0, 2.346363067626953, -0.7952031493186951, 2.346231698989868, -0.7950797080993652, -93.9912338256836, -1.8798296451568604, -174.23326110839844, -270.1043395996094, -35.196876525878906, -0.7037960290908813, -65.24647521972656, -101.14714813232422, 0.0, 0.0, 4806)
(2.344991683959961, -0.7833656668663025, 0.0, -76.0, -30.0, 0.0, -0.22874809801578522, 1.511213779449463, 0.0, -940.139892578125, -350.599609375, 0.0, 1961, 1538, 1194, 1705, 2.3637869358062744, -0.7183716297149658, 0.0, 0.0, 2.344991683959961, -0.7833656668663025, 2.3444788455963135, -0.783782422542572, -93.9911117553711, -3.2896969318389893, -161.489501953125, -258.77032470703125, -35.211082458496094, -1.2318835258483887, -60.50209045410156, -96.94505310058594, 0.0, 0.0, 4813)
(2.3429975509643555, -0.7756102681159973, 0.0, -1.0, -1.0, 0.0, -0.3050839602947235, 1.511213779449463, 0.0, -40.115970611572266, -2.6926767826080322, 0.0, 1000, 1000, 1000, 1000, 2.1837165355682373, -0.7712194919586182, 0.0, 0.0, 2.3429975509643555, -0.7756102681159973, 2.3430657386779785, -0.7761876583099365, -3.981088638305664, -3.3295371532440186, 22.003890991210938, 14.693264961242676, -0.4203890860080719, -1.236072301864624, 10.326896667480469, 8.670434951782227, 0.0, 0.0, 4818)
(2.3397293090820312, -0.7646717429161072, 0.0, -1.0, -1.0, 0.0, -0.3356183171272278, 1.4959465265274048, 0.0, -40.076751708984375, -2.823939085006714, 0.0, 1000, 1000, 1000, 1000, 2.166588306427002, -0.8083364963531494, 0.0, 0.0, 2.3397293090820312, -0.7646717429161072, 2.3405067920684814, -0.7648555040359497, -3.9741134643554688, -3.3891615867614746, 20.40789794921875, 13.044622421264648, -0.43198856711387634, -1.2425097227096558, 9.549110412597656, 7.874611854553223, 0.0, 0.0, 4826)
(2.337385892868042, -0.7570095658302307, 0.0, -1.0, -1.0, 0.0, -0.3508855104446411, 1.4806793928146362, 0.0, -40.04862976074219, -2.9158852100372314, 0.0, 1000, 1000, 1000, 1000, 2.214280605316162, -0.6212928295135498, 0.0, 0.0, 2.337385892868042, -0.7570095658302307, 2.3387486934661865, -0.7574504613876343, -3.9697742462158203, -3.428866147994995, 19.408788681030273, 12.010148048400879, -0.43965643644332886, -1.2468825578689575, 9.062432289123535, 7.3758931159973145, 0.0, 0.0, 4831)
(2.335034132003784, -0.7488911151885986, 0.0, -1.0, -1.0, 0.0, -0.32035115361213684, 1.511213779449463, 0.0, -40.020408630371094, -3.0133066177368164, 0.0, 1000, 1000, 1000, 1000, 2.1538772583007812, -0.5911905765533447, 0.0, 0.0, 2.335034132003784, -0.7488911151885986, 2.3370280265808105, -0.74992835521698, -3.970005750656128, -3.468550443649292, 18.44986915588379, 11.011312484741211, -0.45245203375816345, -1.2513749599456787, 8.589701652526855, 6.8858747482299805, 0.0, 0.0, 4836)
(2.331176996231079, -0.7366762161254883, 0.0, -1.0, -1.0, 0.0, -0.27454960346221924, 1.4959465265274048, 0.0, -39.974124908447266, -3.1598854064941406, 0.0, 1000, 1000, 1000, 1000, 1.9542124271392822, -0.5646750926971436, 0.0, 0.0, 2.331176996231079, -0.7366762161254883, 2.3348782062530518, -0.7385870814323425, -3.9699573516845703, -3.5281097888946533, 17.10062026977539, 9.602553367614746, -0.4655831754207611, -1.258307933807373, 7.935983180999756, 6.21209192276001, 0.0, 0.0, 4843)
(2.3283464908599854, -0.7284137606620789, 0.0, -1.0, -1.0, 0.0, -0.2592824399471283, 1.511213779449463, 0.0, -39.94015884399414, -3.2590348720550537, 0.0, 1000, 1000, 1000, 1000, 1.9084292650222778, -0.594012975692749, 0.0, 0.0, 2.3283464908599854, -0.7284137606620789, 2.3335676193237305, -0.7309866547584534, -3.968087673187256, -3.5677998065948486, 16.260013580322266, 8.724125862121582, -0.4770248532295227, -1.2630615234375, 7.521666526794434, 5.781579971313477, 0.0, 0.0, 4849)
