
(-1.7475124597549438, 5.959277629852295, 0.0, 510.0, 644.0, 0.0, -0.33567938208580017, 1.4502061605453491, 0.0, 3070.485107421875, 3828.244384765625, 0.0, 1000, 1000, 1000, 1000, -1.0780372619628906, 2.7178354263305664, 0.0, -0.001678396831266582, 0.007251030765473843, -1.7475124597549438, 5.959277629852295, 0.0, 2.807544469833374, 921.2462158203125, 0.48176199197769165, 0.24675293266773224, 300.0, 1148.0382080078125, 0.9483162760734558, -0.01333770714700222, 300.0, 0.0, 0.0, 10734)
(-1.74814772605896, 5.960158348083496, 0.0, 509.0, 644.0, 0.0, -0.3814809024333954, 1.4960076808929443, 0.0, 3070.48876953125, 3828.239013671875, 0.0, 1000, 1000, 1000, 1000, -1.1133801937103271, 2.666973114013672, 0.0, -0.001907404512166977, 0.007480038329958916, -1.74814772605896, 5.960158348083496, 0.0, 2.8046460151672363, 921.2611083984375, 0.48176199197769165, 0.23936843872070312, 300.0, 1148.0228271484375, 0.9483162760734558, -0.01781616173684597, 300.0, 0.0, 0.0, 10738)
(-1.74814772605896, 5.960158348083496, 0.0, 509.0, 644.0, 0.0, -0.3814809024333954, 1.4960076808929443, 0.0, 3070.48876953125, 3828.239013671875, 0.0, 1000, 1000, 1000, 1000, -1.1133801937103271, 2.666973114013672, 0.0, -0.001907404512166977, 0.007480038329958916, -1.74814772605896, 5.960158348083496, 0.0, 2.8046460151672363, 921.2611083984375, 0.48176199197769165, 0.23936843872070312, 300.0, 1148.0228271484375, 0.9483162760734558, -0.01781616173684597, 300.0, 0.0, 0.0, 10739)
(-1.748847484588623, 5.961532115936279, 0.0, 509.0, 644.0, 0.0, -0.41201525926589966, 1.557076334953308, 0.0, 3064.4931640625, 3828.230712890625, 0.0, 1000, 1000, 1000, 1000, -1.0700347423553467, 2.7621054649353027, 0.0, -0.0020600762218236923, 0.007785381283611059, -1.748847484588623, 5.961532115936279, 0.0, 2.8044369220733643, 919.4715576171875, 0.48176199197769165, -0.3690994381904602, 300.0, 1148.0020751953125, 0.9483162760734558, -0.02387237548828125, 300.0, 0.0, 0.0, 10743)
(-1.7492471933364868, 5.962654113769531, 0.0, 509.0, 644.0, 0.0, -0.3814809024333954, 1.4502061605453491, 0.0, 3064.495361328125, 3828.22412109375, 0.0, 1000, 1000, 1000, 1000, -0.9969453811645508, 2.9042677879333496, 0.0, -0.001907404512166977, 0.007251030765473843, -1.7492471933364868, 5.962654113769531, 0.0, 2.8071956634521484, 919.4630737304688, 0.48176199197769165, -0.3534683287143707, 300.0, 1148.0322265625, 0.9483162760734558, -0.01265564002096653, 300.0, 0.0, 0.0, 10747)
(-1.7492471933364868, 5.962654113769531, 0.0, 510.0, 644.0, 0.0, -0.3814809024333954, 1.4502061605453491, 0.0, 3064.495361328125, 3828.22412109375, 0.0, 1000, 1000, 1000, 1000, -0.9969453811645508, 2.9042677879333496, 0.0, -0.001907404512166977, 0.007251030765473843, -1.7492471933364868, 5.962654113769531, 0.0, 2.8071956634521484, 919.4630737304688, 0.48176199197769165, -0.3534683287143707, 300.0, 1148.0322265625, 0.9483162760734558, -0.01265564002096653, 300.0, 0.0, 0.0, 10748)
(-1.7495704889297485, 5.963226318359375, 0.0, 510.0, 644.0, 0.0, -0.36621373891830444, 1.3586030006408691, 0.0, 3070.497314453125, 3828.220703125, 0.0, 1000, 1000, 1000, 1000, -0.9971990585327148, 2.859138011932373, 0.0, -0.0018310686573386192, 0.006793014705181122, -1.7495704889297485, 5.963226318359375, 0.0, 2.808342218399048, 921.259033203125, 0.48176199197769165, 0.26287001371383667, 300.0, 1148.05859375, 0.9483162760734558, -0.0031936645973473787, 300.0, 0.0, 0.0, 10752)
(-1.7495704889297485, 5.963226318359375, 0.0, 510.0, 644.0, 0.0, -0.36621373891830444, 1.3586030006408691, 0.0, 3070.497314453125, 3828.220703125, 0.0, 1000, 1000, 1000, 1000, -0.9971990585327148, 2.859138011932373, 0.0, -0.0018310686573386192, 0.006793014705181122, -1.7495704889297485, 5.963226318359375, 0.0, 2.808342218399048, 921.259033203125, 0.48176199197769165, 0.26287001371383667, 300.0, 1148.05859375, 0.9483162760734558, -0.0031936645973473787, 300.0, 0.0, 0.0, 10753)
(-1.7499419450759888, 5.963864803314209, 0.0, 509.0, 644.0, 0.0, -0.36621373891830444, 1.3586030006408691, 0.0, 3070.499755859375, 3828.216796875, 0.0, 1000, 1000, 1000, 1000, -1.0216143131256104, 2.8927860260009766, 0.0, -0.0018310686573386192, 0.006793014705181122, -1.7499419450759888, 5.963864803314209, 0.0, 2.810291290283203, 921.259765625, 0.48176199197769165, 0.24997253715991974, 300.0, 1148.0574951171875, 0.9483162760734558, -0.0034317015670239925, 300.0, 0.0, 0.0, 10757)
(-1.7499419450759888, 5.963864803314209, 0.0, 509.0, 644.0, 0.0, -0.36621373891830444, 1.3586030006408691, 0.0, 3070.499755859375, 3828.216796875, 0.0, 1000, 1000, 1000, 1000, -1.0216143131256104, 2.8927860260009766, 0.0, -0.0018310686573386192, 0.006793014705181122, -1.7499419450759888, 5.963864803314209, 0.0, 2.810291290283203, 921.259765625, 0.48176199197769165, 0.24997253715991974, 300.0, 1148.0574951171875, 0.9483162760734558, -0.0034317015670239925, 300.0, 0.0, 0.0, 10759)
